Flight Details,Flow Card?,Bags Checked,Meal Type,Date,Flight Number,Class,Price,From,To
2024-10-27//PA010//Tokyo-New York//Economy//3145,Yes,3,Nut Free,2024-10-27,PA010,Economy,3145.0,Tokyo,New York
2024-09-18//PA001//London-New York//Business Class//751.19999999999993,Yes,1,Nut Free,2024-09-18,PA001,Business Class,751.2,London,New York
2024-08-06//PA007//New York-Perth//First Class//659,Yes,2,Dairy Free,2024-08-06,PA007,First Class,659.0,New York,Perth
2024-03-21//PA009//New York-Tokyo//Premium Economy//647.5,Yes,2,Vegetarian,2024-03-21,PA009,Premium Economy,647.5,New York,Tokyo
2024-04-01//PA009//New York-Tokyo//Premium Economy//830,Yes,3,Vegetarian,2024-04-01,PA009,Premium Economy,830.0,New York,Tokyo
2024-03-30//PA001//London-New York//Business Class//806.39999999999998,Yes,2,Nut Free,2024-03-30,PA001,Business Class,806.4,London,New York
2024-05-27//PA010//Tokyo-New York//Business Class//703.19999999999993,Yes,3,Nut Free,2024-05-27,PA010,Business Class,703.2,Tokyo,New York
2024-12-21//PA003//London-Perth//Economy//2585,Yes,1,,2024-12-21,PA003,Economy,2585.0,London,Perth
2024-10-29//PA010//Tokyo-New York//Business Class//410.39999999999998,Yes,1,Nut Free,2024-10-29,PA010,Business Class,410.4,Tokyo,New York
2024-11-11//PA001//London-New York//Business Class//337.19999999999999,Yes,2,Nut Free,2024-11-11,PA001,Business Class,337.2,London,New York
2024-03-28//PA010//Tokyo-New York//Business Class//523.19999999999993,Yes,1,Vegetarian,2024-03-28,PA010,Business Class,523.2,Tokyo,New York
2024-07-20//PA012//Tokyo-Perth//Business Class//822,Yes,3,Nut Free,2024-07-20,PA012,Business Class,822.0,Tokyo,Perth
2024-06-20//PA006//Tokyo-London//First Class//300,Yes,0,Vegan,2024-06-20,PA006,First Class,300.0,Tokyo,London
2024-12-22//PA006//Tokyo-London//Premium Economy//627.5,Yes,1,Egg Free,2024-12-22,PA006,Premium Economy,627.5,Tokyo,London
2024-11-10//PA006//Tokyo-London//Premium Economy//1390,Yes,3,Vegetarian,2024-11-10,PA006,Premium Economy,1390.0,Tokyo,London
2024-08-08//PA004//Perth-London//Business Class//357.59999999999997,Yes,3,Vegan,2024-08-08,PA004,Business Class,357.6,Perth,London
2024-02-09//PA001//London-New York//Premium Economy//1167.5,Yes,2,Vegetarian,2024-02-09,PA001,Premium Economy,1167.5,London,New York
2024-05-14//PA006//Tokyo-London//Premium Economy//1350,Yes,2,Egg Free,2024-05-14,PA006,Premium Economy,1350.0,Tokyo,London
2024-02-10//PA001//London-New York//Premium Economy//815,Yes,3,Dairy Free,2024-02-10,PA001,Premium Economy,815.0,London,New York
2024-03-20//PA006//Tokyo-London//Economy//1860,Yes,2,Dairy Free,2024-03-20,PA006,Economy,1860.0,Tokyo,London
2024-04-04//PA009//New York-Tokyo//Premium Economy//1425,Yes,2,,2024-04-04,PA009,Premium Economy,1425.0,New York,Tokyo
2024-12-17//PA012//Tokyo-Perth//Premium Economy//1440,Yes,1,,2024-12-17,PA012,Premium Economy,1440.0,Tokyo,Perth
2024-10-27//PA002//New York-London//Business Class//397.19999999999999,Yes,1,Vegetarian,2024-10-27,PA002,Business Class,397.2,New York,London
2024-08-02//PA005//London-Tokyo//Premium Economy//687.5,Yes,2,Egg Free,2024-08-02,PA005,Premium Economy,687.5,London,Tokyo
2024-12-06//PA001//London-New York//Economy//2635,Yes,1,Nut Free,2024-12-06,PA001,Economy,2635.0,London,New York
2024-04-05//PA005//London-Tokyo//Premium Economy//1552.5,Yes,0,Egg Free,2024-04-05,PA005,Premium Economy,1552.5,London,Tokyo
2024-10-19//PA007//New York-Perth//Economy//2230,Yes,0,Dairy Free,2024-10-19,PA007,Economy,2230.0,New York,Perth
2024-09-07//PA003//London-Perth//Business Class//446.39999999999998,Yes,3,Vegan,2024-09-07,PA003,Business Class,446.4,London,Perth
2024-07-12//PA008//Perth-New York//Economy//1165,Yes,3,,2024-07-12,PA008,Economy,1165.0,Perth,New York
2024-10-18//PA007//New York-Perth//Business Class//501.59999999999997,Yes,0,Nut Free,2024-10-18,PA007,Business Class,501.6,New York,Perth
2024-05-02//PA003//London-Perth//First Class//668,Yes,2,Dairy Free,2024-05-02,PA003,First Class,668.0,London,Perth
2024-07-05//PA001//London-New York//Economy//2685,Yes,0,Dairy Free,2024-07-05,PA001,Economy,2685.0,London,New York
2024-06-22//PA003//London-Perth//Premium Economy//1162.5,Yes,2,Vegetarian,2024-06-22,PA003,Premium Economy,1162.5,London,Perth
2024-11-28//PA009//New York-Tokyo//Business Class//643.19999999999993,Yes,1,Vegetarian,2024-11-28,PA009,Business Class,643.2,New York,Tokyo
2024-06-12//PA010//Tokyo-New York//First Class//624,Yes,0,,2024-06-12,PA010,First Class,624.0,Tokyo,New York
2024-05-20//PA008//Perth-New York//First Class//629,Yes,1,Vegan,2024-05-20,PA008,First Class,629.0,Perth,New York
2024-12-21//PA009//New York-Tokyo//First Class//381,Yes,1,Dairy Free,2024-12-21,PA009,First Class,381.0,New York,Tokyo
2024-01-25//PA003//London-Perth//Business Class//711.60000000000002,Yes,0,Egg Free,2024-01-25,PA003,Business Class,711.6,London,Perth
2024-05-21//PA006//Tokyo-London//First Class//617,Yes,2,Nut Free,2024-05-21,PA006,First Class,617.0,Tokyo,London
2024-01-23//PA001//London-New York//First Class//254,Yes,0,Egg Free,2024-01-23,PA001,First Class,254.0,London,New York
2024-10-13//PA011//Perth-Tokyo//Business Class//337.19999999999999,Yes,3,Vegetarian,2024-10-13,PA011,Business Class,337.2,Perth,Tokyo
2024-12-20//PA007//New York-Perth//Economy//3045,Yes,1,Dairy Free,2024-12-20,PA007,Economy,3045.0,New York,Perth
2024-09-24//PA004//Perth-London//Premium Economy//1075,Yes,3,Dairy Free,2024-09-24,PA004,Premium Economy,1075.0,Perth,London
2024-11-06//PA010//Tokyo-New York//Business Class//277.19999999999999,Yes,2,Egg Free,2024-11-06,PA010,Business Class,277.2,Tokyo,New York
2024-06-29//PA009//New York-Tokyo//Economy//2740,Yes,3,Vegan,2024-06-29,PA009,Economy,2740.0,New York,Tokyo
2024-03-01//PA007//New York-Perth//Business Class//685.19999999999993,Yes,1,Egg Free,2024-03-01,PA007,Business Class,685.2,New York,Perth
2024-09-02//PA008//Perth-New York//First Class//458,Yes,0,Dairy Free,2024-09-02,PA008,First Class,458.0,Perth,New York
2024-04-08//PA010//Tokyo-New York//First Class//223,Yes,0,,2024-04-08,PA010,First Class,223.0,Tokyo,New York
2024-02-25//PA005//London-Tokyo//Premium Economy//1002.5,Yes,1,Vegan,2024-02-25,PA005,Premium Economy,1002.5,London,Tokyo
2024-07-28//PA007//New York-Perth//Economy//1360,Yes,3,Vegetarian,2024-07-28,PA007,Economy,1360.0,New York,Perth
2024-12-27//PA012//Tokyo-Perth//Business Class//637.19999999999993,Yes,2,Nut Free,2024-12-27,PA012,Business Class,637.2,Tokyo,Perth
2024-05-06//PA004//Perth-London//Business Class//626.39999999999998,Yes,2,Dairy Free,2024-05-06,PA004,Business Class,626.4,Perth,London
2024-12-29//PA007//New York-Perth//First Class//607,Yes,0,,2024-12-29,PA007,First Class,607.0,New York,Perth
2024-06-27//PA006//Tokyo-London//Premium Economy//617.5,Yes,0,,2024-06-27,PA006,Premium Economy,617.5,Tokyo,London
2024-06-21//PA005//London-Tokyo//Economy//2635,Yes,1,Vegan,2024-06-21,PA005,Economy,2635.0,London,Tokyo
2024-02-15//PA006//Tokyo-London//Economy//3445,Yes,2,Nut Free,2024-02-15,PA006,Economy,3445.0,Tokyo,London
2024-10-03//PA006//Tokyo-London//Economy//2805,Yes,3,Vegan,2024-10-03,PA006,Economy,2805.0,Tokyo,London
2024-04-04//PA012//Tokyo-Perth//Economy//3190,Yes,2,Egg Free,2024-04-04,PA012,Economy,3190.0,Tokyo,Perth
2024-09-16//PA002//New York-London//Premium Economy//720,Yes,3,Nut Free,2024-09-16,PA002,Premium Economy,720.0,New York,London
2024-04-25//PA003//London-Perth//Economy//2450,Yes,3,Egg Free,2024-04-25,PA003,Economy,2450.0,London,Perth
2024-06-09//PA001//London-New York//Business Class//584.39999999999998,Yes,3,,2024-06-09,PA001,Business Class,584.4,London,New York
2024-06-14//PA009//New York-Tokyo//Premium Economy//695,Yes,2,Nut Free,2024-06-14,PA009,Premium Economy,695.0,New York,Tokyo
2024-03-14//PA002//New York-London//Premium Economy//1360,Yes,3,Dairy Free,2024-03-14,PA002,Premium Economy,1360.0,New York,London
2024-06-23//PA010//Tokyo-New York//Economy//2345,Yes,0,Dairy Free,2024-06-23,PA010,Economy,2345.0,Tokyo,New York
2024-10-13//PA010//Tokyo-New York//First Class//615,Yes,3,Egg Free,2024-10-13,PA010,First Class,615.0,Tokyo,New York
2024-01-24//PA007//New York-Perth//Premium Economy//1462.5,Yes,1,Vegetarian,2024-01-24,PA007,Premium Economy,1462.5,New York,Perth
2024-09-09//PA010//Tokyo-New York//Business Class//540,Yes,2,Vegan,2024-09-09,PA010,Business Class,540.0,Tokyo,New York
2024-01-11//PA008//Perth-New York//Business Class//516,Yes,2,Vegan,2024-01-11,PA008,Business Class,516.0,Perth,New York
2024-11-10//PA010//Tokyo-New York//First Class//595,Yes,3,Dairy Free,2024-11-10,PA010,First Class,595.0,Tokyo,New York
2024-12-01//PA007//New York-Perth//Premium Economy//637.5,Yes,0,Vegetarian,2024-12-01,PA007,Premium Economy,637.5,New York,Perth
2024-08-22//PA012//Tokyo-Perth//First Class//605,Yes,3,Vegetarian,2024-08-22,PA012,First Class,605.0,Tokyo,Perth
2024-11-26//PA005//London-Tokyo//First Class//316,Yes,3,Dairy Free,2024-11-26,PA005,First Class,316.0,London,Tokyo
2024-02-17//PA003//London-Perth//First Class//561,Yes,1,Dairy Free,2024-02-17,PA003,First Class,561.0,London,Perth
2024-05-07//PA002//New York-London//Premium Economy//895,Yes,3,Dairy Free,2024-05-07,PA002,Premium Economy,895.0,New York,London
2024-05-24//PA009//New York-Tokyo//First Class//514,Yes,1,Vegetarian,2024-05-24,PA009,First Class,514.0,New York,Tokyo
2024-08-09//PA008//Perth-New York//Business Class//366,Yes,3,Vegetarian,2024-08-09,PA008,Business Class,366.0,Perth,New York
2024-12-28//PA012//Tokyo-Perth//Premium Economy//1357.5,Yes,2,Dairy Free,2024-12-28,PA012,Premium Economy,1357.5,Tokyo,Perth
2024-01-17//PA004//Perth-London//Economy//2120,Yes,0,Nut Free,2024-01-17,PA004,Economy,2120.0,Perth,London
2024-12-02//PA006//Tokyo-London//First Class//397,Yes,2,Egg Free,2024-12-02,PA006,First Class,397.0,Tokyo,London
2024-12-18//PA010//Tokyo-New York//First Class//697,Yes,1,Dairy Free,2024-12-18,PA010,First Class,697.0,Tokyo,New York
2024-02-21//PA004//Perth-London//Business Class//606,Yes,2,Nut Free,2024-02-21,PA004,Business Class,606.0,Perth,London
2024-04-23//PA008//Perth-New York//Premium Economy//750,Yes,1,Vegan,2024-04-23,PA008,Premium Economy,750.0,Perth,New York
2024-04-18//PA009//New York-Tokyo//Economy//2280,Yes,0,Egg Free,2024-04-18,PA009,Economy,2280.0,New York,Tokyo
2024-02-03//PA008//Perth-New York//First Class//682,Yes,2,Vegetarian,2024-02-03,PA008,First Class,682.0,Perth,New York
2024-06-30//PA003//London-Perth//Premium Economy//1417.5,Yes,1,Egg Free,2024-06-30,PA003,Premium Economy,1417.5,London,Perth
2024-04-13//PA009//New York-Tokyo//Business Class//783.60000000000002,Yes,2,Vegan,2024-04-13,PA009,Business Class,783.6,New York,Tokyo
2024-07-27//PA009//New York-Tokyo//Economy//2625,Yes,2,,2024-07-27,PA009,Economy,2625.0,New York,Tokyo
2024-03-16//PA011//Perth-Tokyo//First Class//404,Yes,0,Dairy Free,2024-03-16,PA011,First Class,404.0,Perth,Tokyo
2024-06-20//PA001//London-New York//Economy//2015,Yes,0,,2024-06-20,PA001,Economy,2015.0,London,New York
2024-03-02//PA007//New York-Perth//Business Class//475.19999999999999,Yes,1,Vegan,2024-03-02,PA007,Business Class,475.2,New York,Perth
2024-05-31//PA001//London-New York//Business Class//438,Yes,0,Vegetarian,2024-05-31,PA001,Business Class,438.0,London,New York
2024-04-28//PA002//New York-London//Business Class//807.60000000000002,Yes,3,Vegetarian,2024-04-28,PA002,Business Class,807.6,New York,London
2024-09-19//PA007//New York-Perth//Economy//2005,Yes,2,Vegetarian,2024-09-19,PA007,Economy,2005.0,New York,Perth
2024-12-05//PA003//London-Perth//Business Class//360,Yes,0,Vegetarian,2024-12-05,PA003,Business Class,360.0,London,Perth
2024-09-22//PA002//New York-London//Premium Economy//900,Yes,1,Egg Free,2024-09-22,PA002,Premium Economy,900.0,New York,London
2024-05-25//PA003//London-Perth//Business Class//440.39999999999998,Yes,1,Vegan,2024-05-25,PA003,Business Class,440.4,London,Perth
2024-10-18//PA003//London-Perth//Business Class//446.39999999999998,Yes,3,Dairy Free,2024-10-18,PA003,Business Class,446.4,London,Perth
2024-11-14//PA010//Tokyo-New York//First Class//415,Yes,3,Egg Free,2024-11-14,PA010,First Class,415.0,Tokyo,New York
2024-01-15//PA008//Perth-New York//Business Class//716.39999999999998,Yes,3,Dairy Free,2024-01-15,PA008,Business Class,716.4,Perth,New York
2024-02-19//PA006//Tokyo-London//Economy//1920,Yes,3,,2024-02-19,PA006,Economy,1920.0,Tokyo,London
2024-04-19//PA004//Perth-London//Economy//2015,Yes,3,Vegan,2024-04-19,PA004,Economy,2015.0,Perth,London
2024-05-02//PA009//New York-Tokyo//Premium Economy//1547.5,Yes,2,Egg Free,2024-05-02,PA009,Premium Economy,1547.5,New York,Tokyo
2024-10-27//PA008//Perth-New York//Premium Economy//1015,Yes,2,Vegan,2024-10-27,PA008,Premium Economy,1015.0,Perth,New York
2024-07-26//PA007//New York-Perth//Premium Economy//747.5,Yes,1,Vegetarian,2024-07-26,PA007,Premium Economy,747.5,New York,Perth
2024-02-07//PA003//London-Perth//First Class//378,Yes,2,,2024-02-07,PA003,First Class,378.0,London,Perth
2024-11-01//PA010//Tokyo-New York//First Class//626,Yes,3,Egg Free,2024-11-01,PA010,First Class,626.0,Tokyo,New York
2024-11-19//PA011//Perth-Tokyo//Economy//2370,Yes,1,,2024-11-19,PA011,Economy,2370.0,Perth,Tokyo
2024-07-25//PA002//New York-London//First Class//620,Yes,0,,2024-07-25,PA002,First Class,620.0,New York,London
2024-10-30//PA001//London-New York//Business Class//692.39999999999998,Yes,3,Vegan,2024-10-30,PA001,Business Class,692.4,London,New York
2024-05-14//PA007//New York-Perth//Business Class//586.79999999999995,Yes,3,Nut Free,2024-05-14,PA007,Business Class,586.8,New York,Perth
2024-01-20//PA002//New York-London//First Class//201,Yes,2,Egg Free,2024-01-20,PA002,First Class,201.0,New York,London
2024-01-16//PA002//New York-London//First Class//421,Yes,1,Nut Free,2024-01-16,PA002,First Class,421.0,New York,London
2024-05-23//PA012//Tokyo-Perth//Economy//1780,Yes,1,Vegan,2024-05-23,PA012,Economy,1780.0,Tokyo,Perth
2024-08-10//PA008//Perth-New York//Premium Economy//1325,Yes,2,,2024-08-10,PA008,Premium Economy,1325.0,Perth,New York
2024-08-09//PA002//New York-London//First Class//323,Yes,1,Nut Free,2024-08-09,PA002,First Class,323.0,New York,London
2024-05-05//PA004//Perth-London//Premium Economy//962.5,Yes,3,Vegan,2024-05-05,PA004,Premium Economy,962.5,Perth,London
2024-04-23//PA003//London-Perth//Premium Economy//1575,Yes,1,,2024-04-23,PA003,Premium Economy,1575.0,London,Perth
2024-05-20//PA002//New York-London//Premium Economy//1660,Yes,2,Nut Free,2024-05-20,PA002,Premium Economy,1660.0,New York,London
2024-06-14//PA004//Perth-London//Premium Economy//1080,Yes,1,Egg Free,2024-06-14,PA004,Premium Economy,1080.0,Perth,London
2024-01-29//PA001//London-New York//First Class//251,Yes,3,Dairy Free,2024-01-29,PA001,First Class,251.0,London,New York
2024-10-09//PA012//Tokyo-Perth//Economy//2285,Yes,1,Nut Free,2024-10-09,PA012,Economy,2285.0,Tokyo,Perth
2024-03-02//PA012//Tokyo-Perth//Business Class//752.39999999999998,Yes,2,Nut Free,2024-03-02,PA012,Business Class,752.4,Tokyo,Perth
2024-08-03//PA008//Perth-New York//Economy//2255,Yes,3,Dairy Free,2024-08-03,PA008,Economy,2255.0,Perth,New York
2024-08-08//PA004//Perth-London//Premium Economy//1452.5,Yes,0,Dairy Free,2024-08-08,PA004,Premium Economy,1452.5,Perth,London
2024-12-04//PA012//Tokyo-Perth//Premium Economy//1015,Yes,0,Vegan,2024-12-04,PA012,Premium Economy,1015.0,Tokyo,Perth
2024-02-01//PA004//Perth-London//Economy//2520,Yes,0,Egg Free,2024-02-01,PA004,Economy,2520.0,Perth,London
2024-05-29//PA007//New York-Perth//Business Class//439.19999999999999,Yes,1,Nut Free,2024-05-29,PA007,Business Class,439.2,New York,Perth
2024-08-21//PA003//London-Perth//Economy//1220,Yes,3,Vegetarian,2024-08-21,PA003,Economy,1220.0,London,Perth
2024-03-03//PA005//London-Tokyo//Economy//1225,Yes,0,,2024-03-03,PA005,Economy,1225.0,London,Tokyo
2024-05-22//PA003//London-Perth//Economy//3415,Yes,0,Nut Free,2024-05-22,PA003,Economy,3415.0,London,Perth
2024-08-08//PA004//Perth-London//First Class//604,Yes,2,Nut Free,2024-08-08,PA004,First Class,604.0,Perth,London
2024-12-20//PA009//New York-Tokyo//Business Class//424.80000000000001,Yes,3,Egg Free,2024-12-20,PA009,Business Class,424.8,New York,Tokyo
2024-06-14//PA011//Perth-Tokyo//Economy//1545,Yes,1,Nut Free,2024-06-14,PA011,Economy,1545.0,Perth,Tokyo
2024-03-08//PA009//New York-Tokyo//Economy//2355,Yes,3,Vegan,2024-03-08,PA009,Economy,2355.0,New York,Tokyo
2024-05-19//PA004//Perth-London//Premium Economy//1540,Yes,0,,2024-05-19,PA004,Premium Economy,1540.0,Perth,London
2024-04-21//PA009//New York-Tokyo//Premium Economy//1315,Yes,2,Egg Free,2024-04-21,PA009,Premium Economy,1315.0,New York,Tokyo
2024-11-20//PA004//Perth-London//Business Class//818.39999999999998,Yes,1,Vegan,2024-11-20,PA004,Business Class,818.4,Perth,London
2024-10-10//PA007//New York-Perth//Premium Economy//1110,Yes,3,,2024-10-10,PA007,Premium Economy,1110.0,New York,Perth
2024-09-26//PA009//New York-Tokyo//Economy//1350,Yes,3,Vegetarian,2024-09-26,PA009,Economy,1350.0,New York,Tokyo
2024-02-13//PA005//London-Tokyo//Premium Economy//685,Yes,3,Nut Free,2024-02-13,PA005,Premium Economy,685.0,London,Tokyo
2024-01-27//PA010//Tokyo-New York//First Class//348,Yes,2,Dairy Free,2024-01-27,PA010,First Class,348.0,Tokyo,New York
2024-02-17//PA001//London-New York//Business Class//397.19999999999999,Yes,2,Vegan,2024-02-17,PA001,Business Class,397.2,London,New York
2024-01-31//PA005//London-Tokyo//Business Class//806.39999999999998,Yes,2,Nut Free,2024-01-31,PA005,Business Class,806.4,London,Tokyo
2024-11-13//PA006//Tokyo-London//Premium Economy//1440,Yes,0,Vegan,2024-11-13,PA006,Premium Economy,1440.0,Tokyo,London
2024-03-21//PA011//Perth-Tokyo//Premium Economy//502.5,Yes,0,Vegetarian,2024-03-21,PA011,Premium Economy,502.5,Perth,Tokyo
2024-06-07//PA008//Perth-New York//Premium Economy//1572.5,Yes,2,Egg Free,2024-06-07,PA008,Premium Economy,1572.5,Perth,New York
2024-07-18//PA006//Tokyo-London//Economy//1450,Yes,1,Vegan,2024-07-18,PA006,Economy,1450.0,Tokyo,London
2024-01-06//PA003//London-Perth//Business Class//324,Yes,2,Dairy Free,2024-01-06,PA003,Business Class,324.0,London,Perth
2024-02-02//PA003//London-Perth//Business Class//578.39999999999998,Yes,2,Nut Free,2024-02-02,PA003,Business Class,578.4,London,Perth
2024-12-29//PA011//Perth-Tokyo//Business Class//273.59999999999997,Yes,3,Egg Free,2024-12-29,PA011,Business Class,273.6,Perth,Tokyo
2024-09-23//PA009//New York-Tokyo//Business Class//619.19999999999993,Yes,3,Vegetarian,2024-09-23,PA009,Business Class,619.2,New York,Tokyo
2024-02-25//PA002//New York-London//Premium Economy//725,Yes,1,Vegetarian,2024-02-25,PA002,Premium Economy,725.0,New York,London
2024-04-04//PA012//Tokyo-Perth//Economy//2420,Yes,2,Vegan,2024-04-04,PA012,Economy,2420.0,Tokyo,Perth
2024-04-27//PA001//London-New York//Premium Economy//1045,Yes,0,Nut Free,2024-04-27,PA001,Premium Economy,1045.0,London,New York
2024-05-15//PA007//New York-Perth//Premium Economy//850,Yes,2,Vegan,2024-05-15,PA007,Premium Economy,850.0,New York,Perth
2024-09-28//PA010//Tokyo-New York//Business Class//396,Yes,3,,2024-09-28,PA010,Business Class,396.0,Tokyo,New York
2024-01-22//PA007//New York-Perth//Economy//1350,Yes,3,Vegan,2024-01-22,PA007,Economy,1350.0,New York,Perth
2024-03-18//PA004//Perth-London//Premium Economy//702.5,Yes,3,Vegan,2024-03-18,PA004,Premium Economy,702.5,Perth,London
2024-07-21//PA008//Perth-New York//First Class//543,Yes,2,Vegan,2024-07-21,PA008,First Class,543.0,Perth,New York
2024-07-15//PA012//Tokyo-Perth//Premium Economy//1422.5,Yes,2,Nut Free,2024-07-15,PA012,Premium Economy,1422.5,Tokyo,Perth
2024-07-26//PA005//London-Tokyo//First Class//578,Yes,1,Dairy Free,2024-07-26,PA005,First Class,578.0,London,Tokyo
2024-02-24//PA005//London-Tokyo//Premium Economy//1560,Yes,3,Dairy Free,2024-02-24,PA005,Premium Economy,1560.0,London,Tokyo
2024-03-02//PA012//Tokyo-Perth//Business Class//271.19999999999999,Yes,3,Egg Free,2024-03-02,PA012,Business Class,271.2,Tokyo,Perth
2024-12-26//PA003//London-Perth//Premium Economy//787.5,Yes,2,Vegetarian,2024-12-26,PA003,Premium Economy,787.5,London,Perth
2024-04-07//PA006//Tokyo-London//Economy//2885,Yes,1,Dairy Free,2024-04-07,PA006,Economy,2885.0,Tokyo,London
2024-01-19//PA010//Tokyo-New York//Business Class//728.39999999999998,Yes,1,Dairy Free,2024-01-19,PA010,Business Class,728.4,Tokyo,New York
2024-08-29//PA008//Perth-New York//First Class//366,Yes,1,,2024-08-29,PA008,First Class,366.0,Perth,New York
2024-11-12//PA002//New York-London//First Class//553,Yes,0,,2024-11-12,PA002,First Class,553.0,New York,London
2024-04-20//PA003//London-Perth//Business Class//654,Yes,0,Vegetarian,2024-04-20,PA003,Business Class,654.0,London,Perth
2024-10-14//PA007//New York-Perth//Economy//1170,Yes,3,Vegan,2024-10-14,PA007,Economy,1170.0,New York,Perth
2024-09-14//PA004//Perth-London//Economy//2565,Yes,1,Dairy Free,2024-09-14,PA004,Economy,2565.0,Perth,London
2024-02-19//PA010//Tokyo-New York//Premium Economy//1297.5,Yes,2,,2024-02-19,PA010,Premium Economy,1297.5,Tokyo,New York
2024-08-17//PA009//New York-Tokyo//Economy//1125,Yes,0,Vegetarian,2024-08-17,PA009,Economy,1125.0,New York,Tokyo
2024-10-08//PA005//London-Tokyo//First Class//239,Yes,3,,2024-10-08,PA005,First Class,239.0,London,Tokyo
2024-04-04//PA011//Perth-Tokyo//Premium Economy//1457.5,Yes,0,,2024-04-04,PA011,Premium Economy,1457.5,Perth,Tokyo
2024-05-20//PA003//London-Perth//Economy//1935,Yes,0,Vegan,2024-05-20,PA003,Economy,1935.0,London,Perth
2024-08-24//PA008//Perth-New York//Business Class//326.39999999999998,Yes,3,Dairy Free,2024-08-24,PA008,Business Class,326.4,Perth,New York
2024-05-31//PA008//Perth-New York//First Class//601,Yes,3,Vegan,2024-05-31,PA008,First Class,601.0,Perth,New York
2024-02-18//PA011//Perth-Tokyo//Premium Economy//595,Yes,1,Nut Free,2024-02-18,PA011,Premium Economy,595.0,Perth,Tokyo
2024-08-17//PA005//London-Tokyo//Economy//1895,Yes,0,Egg Free,2024-08-17,PA005,Economy,1895.0,London,Tokyo
2024-03-27//PA001//London-New York//Economy//1630,Yes,1,Nut Free,2024-03-27,PA001,Economy,1630.0,London,New York
2024-01-07//PA002//New York-London//Premium Economy//1227.5,Yes,3,Vegan,2024-01-07,PA002,Premium Economy,1227.5,New York,London
2024-07-09//PA001//London-New York//Business Class//351.59999999999997,Yes,3,Vegan,2024-07-09,PA001,Business Class,351.6,London,New York
2024-01-16//PA010//Tokyo-New York//Business Class//777.60000000000002,Yes,3,Nut Free,2024-01-16,PA010,Business Class,777.6,Tokyo,New York
2024-09-05//PA002//New York-London//First Class//267,Yes,3,Dairy Free,2024-09-05,PA002,First Class,267.0,New York,London
2024-01-02//PA010//Tokyo-New York//Business Class//572.39999999999998,Yes,0,Vegan,2024-01-02,PA010,Business Class,572.4,Tokyo,New York
2024-11-16//PA011//Perth-Tokyo//Premium Economy//1180,Yes,0,,2024-11-16,PA011,Premium Economy,1180.0,Perth,Tokyo
2024-02-10//PA012//Tokyo-Perth//Economy//1745,Yes,2,Vegan,2024-02-10,PA012,Economy,1745.0,Tokyo,Perth
2024-06-29//PA005//London-Tokyo//First Class//617,Yes,3,Nut Free,2024-06-29,PA005,First Class,617.0,London,Tokyo
2024-03-10//PA002//New York-London//Premium Economy//725,Yes,1,Vegan,2024-03-10,PA002,Premium Economy,725.0,New York,London
2024-08-19//PA010//Tokyo-New York//Business Class//452.39999999999998,Yes,0,Dairy Free,2024-08-19,PA010,Business Class,452.4,Tokyo,New York
2024-10-14//PA010//Tokyo-New York//First Class//331,Yes,2,,2024-10-14,PA010,First Class,331.0,Tokyo,New York
2024-08-14//PA011//Perth-Tokyo//Economy//1355,Yes,0,Vegetarian,2024-08-14,PA011,Economy,1355.0,Perth,Tokyo
2024-09-29//PA007//New York-Perth//Economy//3460,Yes,3,,2024-09-29,PA007,Economy,3460.0,New York,Perth
2024-06-21//PA005//London-Tokyo//First Class//238,Yes,3,Vegan,2024-06-21,PA005,First Class,238.0,London,Tokyo
2024-01-03//PA004//Perth-London//First Class//620,Yes,2,,2024-01-03,PA004,First Class,620.0,Perth,London
2024-11-30//PA004//Perth-London//Economy//3225,Yes,2,,2024-11-30,PA004,Economy,3225.0,Perth,London
2024-04-30//PA001//London-New York//Economy//2925,Yes,2,Vegetarian,2024-04-30,PA001,Economy,2925.0,London,New York
2024-11-23//PA001//London-New York//Business Class//772.79999999999995,Yes,3,Dairy Free,2024-11-23,PA001,Business Class,772.8,London,New York
2024-07-03//PA003//London-Perth//Premium Economy//555,Yes,2,Egg Free,2024-07-03,PA003,Premium Economy,555.0,London,Perth
2024-11-05//PA002//New York-London//Premium Economy//1030,Yes,1,Egg Free,2024-11-05,PA002,Premium Economy,1030.0,New York,London
2024-06-26//PA003//London-Perth//Business Class//241.19999999999999,Yes,2,Vegetarian,2024-06-26,PA003,Business Class,241.2,London,Perth
2024-03-16//PA005//London-Tokyo//Business Class//734.39999999999998,Yes,2,Vegan,2024-03-16,PA005,Business Class,734.4,London,Tokyo
2024-01-06//PA001//London-New York//Business Class//727.19999999999993,Yes,2,Nut Free,2024-01-06,PA001,Business Class,727.2,London,New York
2024-01-26//PA004//Perth-London//First Class//524,Yes,0,Egg Free,2024-01-26,PA004,First Class,524.0,Perth,London
2024-08-25//PA011//Perth-Tokyo//Economy//2985,Yes,1,Vegetarian,2024-08-25,PA011,Economy,2985.0,Perth,Tokyo
2024-10-11//PA005//London-Tokyo//Economy//1675,Yes,3,Vegetarian,2024-10-11,PA005,Economy,1675.0,London,Tokyo
2024-03-30//PA012//Tokyo-Perth//Business Class//272.39999999999998,Yes,3,,2024-03-30,PA012,Business Class,272.4,Tokyo,Perth
2024-02-06//PA002//New York-London//Business Class//589.19999999999993,Yes,1,Vegetarian,2024-02-06,PA002,Business Class,589.2,New York,London
